,PC1,PC2,PC3,PC4,PC5,Class Attruibute
0,-0.5170059039592079,-2.2879021812719884,0.5741026300113398,-0.808776579089324,-0.18739435201119697,1
1,-0.5689448571491481,-2.2382543328025912,0.5862283624885494,-0.7908208167039721,-0.2436649612209108,1
2,-0.5469206969614172,-2.257404136907939,0.18314836665125583,-0.4047829410209907,0.01797372115630341,1
3,-0.5555906116560017,-2.235917939239691,0.1857664539896132,-0.40536104671749074,0.008028100036568502,1
4,-0.5301539716671246,-2.2808781591147915,0.1764865863918898,-0.3936230944186674,0.035459072282272665,1
5,-0.522257166296657,-2.287040926850495,0.15742261989211084,-0.4181018278105656,0.055776097409668664,1
6,-0.5826201255751019,-2.183737319161513,0.20332449134179562,-0.3999493845579112,-0.04519593886230095,1
7,-0.5840664713717671,-2.1905921043222496,0.18234429985307476,-0.4204631993737564,-0.02979751123468333,1
8,-0.610850341846328,-2.161845508487608,-0.07115191926360524,-0.136655318226207,0.1259138326477095,1
9,-0.5908739268154383,-2.2112655901675904,-0.4034886272200604,0.24400799904221038,0.3773467295696381,1
10,-0.637907799817306,-2.1647028897594582,-0.5832284002945617,0.4227458766665828,0.4828148527311104,1
11,-0.6758203735898951,-2.100410984624867,-0.7340698377321929,0.6381264897465364,0.540213773057974,1
12,-0.6696199842346006,-2.1335048110488617,-0.7643051779961761,0.6209165884998775,0.5778775326192289,1
13,-0.6573807359556583,-2.1209131639107492,-0.7406723792021104,0.634777395508242,0.5690446041185175,1
14,-0.6729545719176734,-2.1095082181433633,-0.7462603677379448,0.6303099765319523,0.5778679590061194,1
15,-0.6668078627010675,-2.12272413665879,-0.7548329687690368,0.6217998349543972,0.5843050340228723,1
16,-0.6572021542720758,-2.146929466700111,-0.7626187742112182,0.6239193289067991,0.5951959992217519,1
17,-0.6812589583173178,-2.1117585503258125,-0.9288711342118978,0.835865936221927,0.6847159443741797,1
18,-0.7054842695531617,-2.085554036459274,-1.113115375499389,1.013224674644382,0.7988652122467297,1
19,1.322611557294071,-0.033005698353128436,0.6897381756425188,0.40009569707933573,-2.298865623444914,2
20,2.064077621265896,-0.11973787804579529,-0.25216386878398556,-0.4541285959533702,-1.6864873684435415,2
21,8.24917897027802,-0.28071821367388056,0.7572770315857488,-1.3680980381949486,2.8391441841396206,2
22,5.988550932280793,1.9465326121877846,-1.1533810846926267,1.9851397245597684,-2.795282064820464,2
23,3.6319074013747543,0.3070261261458606,-1.032996771813932,0.8532530136661046,-0.5769015975081159,2
24,0.5501099522454179,-0.8088268349399608,-1.2474277609876039,0.22673348014725686,-0.2053643697362883,2
25,7.553093275130965,1.7710308121183294,-4.412618081307998,-2.4107497359011587,0.2613924881819704,2
26,2.215094502012414,0.6267114434587369,-3.4225365690352976,1.0397944293982848,-1.6145783777163,2
27,-0.11457826087453492,-1.6499860924927103,0.7808121486993191,-1.2484057185664763,-0.4055363431409097,2
28,-0.1421737234351289,-1.7031916609228688,0.7572436782798364,-1.2558833147995712,-0.36245730963921047,2
29,-0.1621957298666438,-1.827773410846287,0.834104994029558,-1.2000902081861244,-0.5569505815540148,2
30,-0.19301278111583092,-1.8340265031204417,0.8539927377624044,-1.1837183991662952,-0.613063089864681,2
31,0.08351254211556061,-1.4012873358129598,0.7224003152976005,-1.1653108166911774,-0.9143781731980692,2
32,1.2871792205941996,-1.1122548460663715,1.2509810649330313,-0.4869257955225173,-1.2362529318768398,2
33,1.7056689419628395,-0.7096309800492825,0.7960628400013634,-1.485516646433674,-0.656828033048471,2
34,7.476354543572802,-1.09626968826667,5.471507149090171,2.625760465117508,1.3009697520728711,2
35,-1.0665780798991995,1.2345559376951067,-0.7115728546878688,1.0579853023461872,0.16665180833967544,3
36,-1.2264677495271188,1.2024276721772564,-0.516850272147359,0.8793522454596123,0.06478167778874178,3
37,-1.1882036271451974,1.1805254887319445,-0.305382882963076,0.7035904295599245,-0.057509466703494175,3
38,-1.0964988035231806,1.1033715041403211,-0.3374086556884153,0.6819960623862611,0.02648529676788214,3
39,-1.1177736474937494,1.0937246577216253,-0.3615202380084805,0.6708224660974229,0.04353939626555571,3
40,-1.0939447568809995,1.014274961634254,-0.3278250545806206,0.6871280106523334,0.09333456422553964,3
41,-1.0988154180560004,1.0208346703839508,-0.33253220779819914,0.6689712699998307,0.08002115782510759,3
42,-1.2638967896311675,1.090004787747317,-0.3250606040343547,0.7207683692345602,-0.003110187748205051,3
43,-1.1304359909949282,0.9832232945334277,0.6573149004128912,-0.34615922173173397,-0.5950151883629374,3
44,-1.1445404329576945,0.9671956311755274,0.6239869798184866,-0.367128879682548,-0.5726111690621863,3
45,-1.058629092211908,0.8781079202269106,0.5878476744466321,-0.3847562130360423,-0.49389587202025603,3
46,-1.2044262285582255,1.0437115967203832,0.6947468840832828,-0.2563094415036401,-0.7036918906306886,3
47,-1.047654562527225,0.8830957145844803,0.5547918787915602,-0.4023324457373444,-0.4806107007677974,3
48,-1.0924025551216787,0.9510384556714807,0.6328827787256333,-0.3608208968471896,-0.5602859644873784,3
49,-1.1018405495501018,0.9826399866263408,1.0158524001256204,-0.6774896149328994,-0.8487782959043726,3
50,-1.0087876915024194,0.8613944145903791,0.9567596299603828,-0.7327644195694126,-0.711995660123622,3
51,-1.0667688874260148,0.9158707269291637,0.37996245662085215,-0.08093329003773182,-0.3599693500355676,3
52,-1.101081473635441,1.0141245203527274,0.018401599609377785,0.29427121540496526,-0.1809299999539288,3
53,-1.2374402013374168,1.0915575224952514,-0.13994366621543783,0.5100710453426337,-0.14525911996747218,3
54,-1.1475728825020353,1.0520888630154102,-0.15191547196782618,0.49118916407942,-0.11469668603016132,3
55,-0.5258686697857765,4.629870649968105,1.2652356793913058,-0.34489118200704966,0.04385821283313569,3
56,0.9509795728331961,4.239781102501072,1.2629768017980998,-0.7051750713033922,0.7122789964456854,3
57,-1.7525009588628455,4.724002818217724,-0.5466272253845265,-2.5319018476526653,1.3909344749861596,3
58,-0.9403782350816726,3.6462404937948985,2.4187000562310286,0.9421962524657667,-0.3839335073739245,3
59,-0.3494977127674315,1.2468758974868814,0.11965103987467632,-0.47517673889535544,0.593724065845041,3
60,-0.5434724726371343,1.1666556219122477,-0.11446237460490968,-0.13090769829091065,0.8817437485396902,3
61,-0.6148761776033163,1.248062795947677,-0.28472933975910547,0.07646756879184517,0.9065337778127345,3
62,-0.5605046553303202,1.3133686561960427,-0.475645562858995,0.341454437679698,0.8756164705347492,3
63,-0.612061095751048,1.3500953400880369,-0.45027006545153725,0.34579804352213994,0.8480658816431044,3
64,-0.5831819340680086,1.2768269574140594,-0.41516412086921295,0.39992611274569473,0.8674477815810778,3
65,-0.6859248347668582,1.286319683356444,-0.4037081909228906,0.39090666788928724,0.8679500803023746,3
66,-0.7567240053670878,1.3387922364280727,-0.3646394460283507,0.38966870755426164,0.8372208988056804,3
67,-0.4138875815086428,1.325592024172874,-0.6630573731002053,0.5650741566590994,0.9081985070558606,3
